Digipen Institute of Technology Singapore^Digipen Institute of Technology Singapore^ Bachelor of Fine Arts in Digital Art and Animation^MEDIA & DESIGN^Animation^139660^2.5^Bachelor Degree^0^https://singapore.digipen.edu/degree-programs/bfa-in-digital-art-and-animation/^"The Bachelor of Fine Arts in Digital Art and Animation is a four-year program designed to prepare students to create artwork at the professional level."^As the world’s first college to offer a bachelor’s degree program dedicated to game development, DigiPen Institute of Technology has long been the top choice for students pursuing a career in the digital interactive media industries.
Digipen Institute of Technology Singapore^Digipen Institute of Technology Singapore^Bachelor of Arts in Game Design ^MEDIA & DESIGN^Game Design^139660^2.5^Bachelor Degree^0^https://www.digipen.edu/academics/degree-programs/ba-game-design/^The Bachelor of Arts in Game Design prepares graduates to be modern game designers, capable of working in large teams, communicating and collaborating with other designers, artists, and engineers, and able to create an experience that is greater than the sum of its parts.^As the world’s first college to offer a bachelor’s degree program dedicated to game development, DigiPen Institute of Technology has long been the top choice for students pursuing a career in the digital interactive media industries.
Nanyang Technological University^"School of Chemical and Biomedical Engineering"^Bachelor of Chemical and Biomolecular Engineering^APPLIED SCIENCES^Biotechnology^639798 ^3.5^Bachelor Degree^143^http://www.scbe.ntu.edu.sg/Programmes/ProspectiveStudents/Bachelor%20Of%20Chemical%20and%20Biomolecular%20Engineering/Pages/CBE_Programme.aspx^The programme amalgamates principles of chemical engineering and life sciences (biology, biochemistry and genetics ) to facilitate the development of safe, profitable and environment friendly processes for the synthesis and manufacture of products from chemical / biological raw materials.^???Young and research-intensive, Nanyang Technological University (NTU Singapore) is ranked 11th globally (QS World University Ranking 2018). It is also the world’s top young university.? The university has colleges of Engineering, Business, Science, Humanities, Arts, & Social Sciences, and an Interdisciplinary Graduate School. It also has a medical school, Lee Kong Chian School of Medicine, set up jointly with Imperial College London.
Nanyang Technological University^"School of Civil and Environmental Engineering"^Bachelor of Engineering in Civil^BUILT ENVIRONMENT^Civil Engineering^639798 ^3.73^Bachelor Degree^136^http://www.cee.ntu.edu.sg/Programmes/undergraduate/CEE/Pages/Home.aspx^The Civil Engineering programme is structured on a flexible and diverse system that allows you to choose from a broad range of courses to receive a well-rounded education while maintaining high academic standards.^???Young and research-intensive, Nanyang Technological University (NTU Singapore) is ranked 11th globally (QS World University Ranking 2018). It is also the world’s top young university.? The university has colleges of Engineering, Business, Science, Humanities, Arts, & Social Sciences, and an Interdisciplinary Graduate School. It also has a medical school, Lee Kong Chian School of Medicine, set up jointly with Imperial College London.
Nanyang Technological University^"School of Civil and Environmental Engineering"^Bachelor of Engineering in Environmental^BUILT ENVIRONMENT^Green Building^639798 ^3.64^Bachelor Degree^46^http://www.cee.ntu.edu.sg/Programmes/undergraduate/ENE/Pages/Home.aspx^The Environmental Engineering programme is structured on a flexible and diverse system that allows students to choose from a broad range of courses to receive a well-rounded education while maintaining high academic standards.^???Young and research-intensive, Nanyang Technological University (NTU Singapore) is ranked 11th globally (QS World University Ranking 2018). It is also the world’s top young university.? The university has colleges of Engineering, Business, Science, Humanities, Arts, & Social Sciences, and an Interdisciplinary Graduate School. It also has a medical school, Lee Kong Chian School of Medicine, set up jointly with Imperial College London.
Nanyang Technological University^Nanyang Business School^Bachelor of Accountancy^BUSINESS & MANAGEMENT^Accountancy^639798 ^3.8^Bachelor Degree^618^http://www.nbs.ntu.edu.sg/Programmes/Undergraduate/BachelorofAccountancy/Pages/Home.aspx^We have the most established and well-regarded accountancy programme in Singapore and the region, with a long tradition (more than five decades) of training professional accountants for leadership roles as partners in accounting firms, chief financial officers of major corporations and managing directors of public and private companies.^???Young and research-intensive, Nanyang Technological University (NTU Singapore) is ranked 11th globally (QS World University Ranking 2018). It is also the world’s top young university.? The university has colleges of Engineering, Business, Science, Humanities, Arts, & Social Sciences, and an Interdisciplinary Graduate School. It also has a medical school, Lee Kong Chian School of Medicine, set up jointly with Imperial College London.
Nanyang Technological University^Nanyang Business School^Bachelor of Business^BUSINESS & MANAGEMENT^Business Management , Banking^639798 ^3.81^Bachelor Degree^626^http://www.nbs.ntu.edu.sg/Programmes/Undergraduate/BachelorofBusiness/Pages/Home.aspx^Our Bachelor of Business programme is a rigorous and broad-based three-year direct honours programme that will help you gain a global perspective and critical and analytical skills. Regarded widely as one of the best in Asia, our business degree programme is widely known for its professional orientation and innovative curriculum.^???Young and research-intensive, Nanyang Technological University (NTU Singapore) is ranked 11th globally (QS World University Ranking 2018). It is also the world’s top young university.? The university has colleges of Engineering, Business, Science, Humanities, Arts, & Social Sciences, and an Interdisciplinary Graduate School. It also has a medical school, Lee Kong Chian School of Medicine, set up jointly with Imperial College London.
Nanyang Technological University^"School of Mechanical and Aerospace Engineering"^Bachelor of Engineering (Aerospace Engineering)^ENGINEERING^Aerospace^639798 ^3.74^Bachelor Degree^130^http://www.mae.ntu.edu.sg/Programmes/ProspectiveStudents/UG(Full-Time)/Pages/AE.aspx^The aerospace industry in Singapore has grown significantly to encompass a broad spectrum of activities that includes aircraft maintenance, repair and overhaul (MRO), air transportation management and logistics, manufacturing and research & development.^???Young and research-intensive, Nanyang Technological University (NTU Singapore) is ranked 11th globally (QS World University Ranking 2018). It is also the world’s top young university.? The university has colleges of Engineering, Business, Science, Humanities, Arts, & Social Sciences, and an Interdisciplinary Graduate School. It also has a medical school, Lee Kong Chian School of Medicine, set up jointly with Imperial College London.
Nanyang Technological University^School of Electrical and Electronic Engineering^Bachelor of Engineering (Electrical & Electronic Engineering)^ENGINEERING^Electrical and Electronic Engineering^639798 ^3.47^Bachelor Degree^597^http://www.eee.ntu.edu.sg/Programmes/ProspectiveStudents/UG/BEngEEEFT/Pages/Home.aspx^One of the founding schools of NTU, the School of Electrical and Electronic Engineering is presently one of the largest EEE schools in the world with an undergraduate enrolment of over 3000 students.^???Young and research-intensive, Nanyang Technological University (NTU Singapore) is ranked 11th globally (QS World University Ranking 2018). It is also the world’s top young university.? The university has colleges of Engineering, Business, Science, Humanities, Arts, & Social Sciences, and an Interdisciplinary Graduate School. It also has a medical school, Lee Kong Chian School of Medicine, set up jointly with Imperial College London.
Nanyang Technological University^"School of Mechanical and Aerospace Engineering"^Bachelor of Engineering (Mechanical Engineering)^ENGINEERING^Mechanical Engineering^639798 ^3.44^Bachelor Degree^485^http://www.mae.ntu.edu.sg/Programmes/ProspectiveStudents/UG(Full-Time)/Pages/ME.aspx^Mechanical engineering has been described as the ‘mother of all engineering’, and rightly so because of its all-encompassing nature. The specialisations within MAE reflect the diverse nature of the discipline and are testament to MAE’s comprehensive approach to mechanical engineering teaching and research.^???Young and research-intensive, Nanyang Technological University (NTU Singapore) is ranked 11th globally (QS World University Ranking 2018). It is also the world’s top young university.? The university has colleges of Engineering, Business, Science, Humanities, Arts, & Social Sciences, and an Interdisciplinary Graduate School. It also has a medical school, Lee Kong Chian School of Medicine, set up jointly with Imperial College London.
