Nanyang Polytechnic^School of Chemical & Life Sciences^Diploma in Food Science & Nutrition^Applied Sciences^Food Science^569830^15^Diploma^58^http://www.nyp.edu.sg/schools/scl/full-time-courses/diploma-in-food-science-and-nutrition.html^The Diploma in Food Science & Nutrition course aims to develop competent professionals with the skills^"Research and Development (R&D), Production/ Manufacturing, Quality Control/ Quality Assurance"^We provide quality education and training to prepare students and adult learners for work and life, equipping them to be lifelong learners and to contribute to the technological, economic and social development of Singapore.
Nanyang Polytechnic^School of Design^Diploma in Sustainable Architectural Design^Built Environment^Architectural Design^569830^19^Diploma^60^http://www.nyp.edu.sg/schools/sdn/full-time-courses/sustainable-architectural-design.html^This course will develop a new breed of future-ready architectural designers and technologists who can meet the demand for the growing multi-disciplinary applications in the built environment.^BIM Coordinator, Architectural Coordinator^We provide quality education and training to prepare students and adult learners for work and life, equipping them to be lifelong learners and to contribute to the technological, economic and social development of Singapore.
Nanyang Polytechnic^School of Business Management^Diploma in Accountancy & Finance^Business & Management^Accountancy^569830^13^Diploma^152^http://www.nyp.edu.sg/schools/sbm/full-time-courses/accountancy-and-finance.html^Your learning journey with us today will provide you with endless opportunities tomorrow. Join us for an integrated learning experience that encompasses dual specialisation in accounting and finance where you can apply your skills in a global landscape.^Business consulting, Financial analysis, Financial accounting^We provide quality education and training to prepare students and adult learners for work and life, equipping them to be lifelong learners and to contribute to the technological, economic and social development of Singapore.
Nanyang Polytechnic^School of Business Management^Diploma in Banking & Finance^Business & Management^Banking^569830^14^Diploma^122^http://www.nyp.edu.sg/schools/sbm/full-time-courses/banking-and-finance.html^The enhanced NYP Diploma in Banking & Finance provides our students with a solid foundation in core banking, while offering sought-after electives in Wealth Management, Fund Administration and Financial Technology!^Private and personal banking operations^We provide quality education and training to prepare students and adult learners for work and life, equipping them to be lifelong learners and to contribute to the technological, economic and social development of Singapore.
Nanyang Polytechnic^School of Business Management^Diploma in Business Administration^Business & Management^Business Management^569830^16^Diploma^334^http://www.nyp.edu.sg/schools/sbm/full-time-courses/business-management.html^You will be equipped with a diverse range of skills to succeed in the business world as you pursue dual specialisation in fields such as Customer Relations & Service Management.^"Event Management, Human Resource Management"^We provide quality education and training to prepare students and adult learners for work and life, equipping them to be lifelong learners and to contribute to the technological, economic and social development of Singapore.
Nanyang Polytechnic^School of Engineering^Diploma in Aerospace / Electrical / Electronics Programme^Engineering^Aerospace^569830^21^Diploma^88^http://www.nyp.edu.sg/schools/seg/full-time-courses/aerospace-electrical-electronics-programme.html^The new one-semester Aerospace/ Electrical/ Electronics Programme (AEEP) opens your mind to the world of inventions managed by smart electronic systems and powered by clean technologies and renewable energies.^Electronics or Avionics Engineer^We provide quality education and training to prepare students and adult learners for work and life, equipping them to be lifelong learners and to contribute to the technological, economic and social development of Singapore.
Nanyang Polytechnic^School of Engineering^Diploma in Aerospace / Mechatronics Programme^Engineering^Aerospace^569830^26^Diploma^200^http://www.nyp.edu.sg/schools/seg/full-time-courses/aerospace-mechatronics-programme.html^Amazed by airplanes and spacecraft and intelligent robots? Fascinated by them? The one-year Aerospace/ Mechatronics Programme (AMP) is here to meet your aspirations.^Design and analysis of aircraft systems, Communication instrumentation design^We provide quality education and training to prepare students and adult learners for work and life, equipping them to be lifelong learners and to contribute to the technological, economic and social development of Singapore.
Nanyang Polytechnic^School of Engineering^Diploma in Electrical Engineering With Eco-Design^Engineering^Electrical and Electronic Engineering^569830^26^Diploma^64^http://www.nyp.edu.sg/schools/seg/full-time-courses/electrical-engineering-with-eco-design.html^This course also prepares you to pursue further studies leading to undergraduate and postgraduate qualifications from reputed local and foreign universities.^"Facility Management, Operations Management"^We provide quality education and training to prepare students and adult learners for work and life, equipping them to be lifelong learners and to contribute to the technological, economic and social development of Singapore.
Nanyang Polytechnic^School of Health Sciences^Diploma in Nursing^Health Sciences^Health Services^569830^26^Diploma^780^http://www.nyp.edu.sg/schools/shs/full-time-courses/nursing.html^he Diploma in Nursing is designed to provide academic and clinical preparation in nursing. In addition to a comprehensive nursing theory and practice content.^Nursing Career and Practice I Ministry of Health^We provide quality education and training to prepare students and adult learners for work and life, equipping them to be lifelong learners and to contribute to the technological, economic and social development of Singapore.
Nanyang Polytechnic^School of Information Technology^Diploma in Cyber Security & Forensics^Information & Digital Technologies^IT Security^569830^11^Diploma^60^http://www.nyp.edu.sg/schools/sit/full-time-courses/cyber-security-and-forensics.html^Through case studies, you will integrate technical expertise and specialised knowledge and discover critical areas of enterprise cyber security & digital forensics.^Network Security Experts, Software Security Specialists^We provide quality education and training to prepare students and adult learners for work and life, equipping them to be lifelong learners and to contribute to the technological, economic and social development of Singapore.
